NOMENCLATURE,JSF PART NUMBER,MFR PART NUMBER,SMR,EEL,TURN-IN,SERIAL
SCREW CAP  HH,1073216,1073216,PAOZZN,NO,NO,NO
NUT 5/16-18,1073217,1073217,PAOZZN,NO,NO,NO
SCREW CAP  HH,1073500,1073500,PAOZZN,NO,NO,NO
INLET MALE 200A,1073794,1073794,PAOZZN,NO,NO,NO
SCREW 8-32 X .5,1074850,1074850,PAOZZN,NO,NO,NO
CABLE BAT POSITIVE,1075333,1075333,PAOZZN,NO,NO,NO
CABLE BAT NEGATIVE,1075334,1075334,PAOZZN,NO,NO,NO
GROUNDING REEL ASS,1075430,1075430,PAOZZN,NO,NO,NO
WASHER #8,1075546,1075546,PAOZZN,NO,NO,NO
NUT 8-32,1075547,1075547,PAOZZN,NO,NO,NO
FLIP COVER ALUM,1077877,1077877,PAOZZN,NO,NO,NO
"SWITCH, HINGE LEVER",1078141,1078141,PAOZZN,NO,NO,NO
LATCH TRIG ADJ,1079011,1079011,PAOZZN,NO,NO,NO
LABL ARC FLASH,1079591,1079591,PAOZZN,NO,NO,NO
"BAR, LIGHT, SHORT",1079596,1079596,PAOZZN,NO,NO,NO
LIGHTBAR ASSEMBLY,1079597,1079597,PAOZZN,NO,NO,NO
CAPTIVE FASTENER,1080162,1080162,PAOZZN,NO,NO,NO
FASTENER CAPTIVE,1080163,1080163,PAOZZN,NO,NO,NO
ADAPTER ANGLE,1081388,1081388,PAOZZN,NO,NO,NO
NUT PUSH 3/8,1082043,1082043,PAOZZN,NO,NO,NO
SWITCH LEVEL,1083244,1083244,PAOZZN,NO,NO,NO
ROOF ASSEMBLY REAR,1086600,1086600,PAOZZN,NO,NO,NO
ROOF ASSEMBLY FRONT,1086601,1086601,PAOZZN,NO,NO,NO
DISPLAY PLC,1089023,1089023,PAOZZN,NO,NO,NO
O-RING NEOPRENE,1089522,1089522,PAOZZN,NO,NO,NO
MOTOR SS CONTACTOR,1092276,1092276,PAOZZN,NO,NO,NO
CB 0.9-1.25A,1092283,1092283,PAOZZN,NO,NO,NO
CB 2.2-3.2A,1092284,1092284,PAOZZN,NO,NO,NO
LIGHT ILLUMINATION,1095454,1095454,PAOZZN,NO,NO,NO
LID HOSE STORAG BIN,1096113,1096113,PAOZZN,NO,NO,NO
DIF PRESS SENSOR B6,1097108,1097108,PAOZZN,NO,NO,NO
FILTER RESTRICT SW,1098140,1098140,PAOZZN,NO,NO,NO
BRACKET BRK HANDLE,1098316,1098316,PAOZZN,NO,NO,NO
CONTACTOR 24VDC 3P,1099983,1099983,PAOZZN,NO,NO,NO
ROD THREADED,1100431,1100431,PAOZZN,NO,NO,NO
"DR ASSY 8"" HOSE BIN",1100534,1100534,PAOZZN,NO,NO,NO
DOOR ASSY POWER BOX,1100567,1100567,PAOZZN,NO,NO,NO
LATCH ADJUSTABLE,1100837,1100837,PAOZZN,NO,NO,NO
BUMPER DOOR,1101858,1101858,PAOZZN,NO,NO,NO
COVER AIR DUCT,1102287,1102287,PAOZZN,NO,NO,NO
AIR DEL OUT PORT,1102729,1102729,PAOZZN,NO,NO,NO
VFD MOTOR 78A,1103336,1103336,PAOZZN,NO,NO,NO
WELD NUT 3/8,1103423,1103423,PAOZZN,NO,NO,NO
COVER ASSY RAD FILL,1105671,1105671,PAOZZN,NO,NO,NO
SHIELDNG EMI,1106700,1106700,PAOZZN,NO,NO,NO
"SENSOR PRESS B1,3,9",1109258,1109258,PAOZZN,NO,NO,NO
SENSOR PRESSURE B7,1109259,1109259,PAOZZN,NO,NO,NO
NECK FILLER (MOD),1119192,1119192,PAOZZN,NO,NO,NO
VALVE MIXING,1132927,1132927,PAOZZN,NO,NO,NO
"FILTER, FUEL",1174696,117-4696,PAOZZN,NO,NO,NO
FUEL FILTER,1182671,1182671,PAOZZN,NO,NO,NO
ELEMENT OIL FILTER,1183574,1183574,PAOZZN,NO,NO,NO
STARTER ASSEMBLY,1183599,1183599,PAOZZN,NO,NO,NO
CIRCT BREAKR,1186081,1186081,PAOZZN,NO,NO,NO
BRACKET WTR SNSR,1198734,1198734,PAOZZN,NO,NO,NO
WATER SENSOR,1198857,1198857,PAOKKS,NO,YES,NO
RECPT SCHUKO WPRF,1209575,1209575,PAOZZN,NO,NO,NO
DISPLAY PLC,1211083,1211083,PAOZZN,NO,NO,NO
CONTACTOR MOTOR 50A,1227501,1227501,PAOZZN,NO,NO,NO
HANDLE/LEVER,1235600,1235600,PAOZZN,NO,NO,NO
BRAKE ASSEMBLY,1236735,1236735,PAOZZN,NO,NO,NO
"REGULATOR, VOLTAGE",1281253,1281253,PAOZZN,NO,NO,NO
SCH RTROFIT ASSY,1294817,1294817,PAOZZN,NO,NO,NO
"ASSY, ACU 435, VFD",1302794,1302794,PAOZZN,NO,NO,NO
SENSOR COOLANT LVL,1326682,1326682,PAOZZN,NO,NO,NO
BOLT MODIFIED,1701432,1701432,PAOZZN,NO,NO,NO
GASKET,1704315,1704315,PAOZZN,NO,NO,NO
"PLATE,SEALING",1706701,1706701,PAOZZN,NO,NO,NO
WASHER,1707840,1707840,PAOZZN,NO,NO,NO
"BOLT,MOUNTING",1711194,1711194,PAOZZN,NO,NO,NO
"BOLT,MOUNTING",1711194,4132265,PAOZZN,NO,NO,NO
"BOLT,MOUNTING",1711195,1711195,PAOZZN,NO,NO,NO
"BOLT, MOUNTING",1711196,1711196,PAOZZN,NO,NO,NO
WASHER,1711198,1711198,PAOZZN,NO,NO,NO
"STEM,PNEUMATIC",2606663,2606663,PAOZZN,NO,NO,NO
"PLATE,RETAINING",2609209,2609209,PAOZZN,NO,NO,NO
"BEARING,CONE ROLL",2611824,2611824,PAOZZN,NO,NO,NO
"SEAL,GREASE OUTBD",2611828,2611828,PAOZZN,NO,NO,NO
RING RETAINING OUTB,2611997,2611997,PAOZZN,NO,NO,NO
WIRE ROPE ASSEMBLY,2612105,2612105,PAOZZN,NO,NO,NO
"NUT,ROTAR KEY RETA",2612328,2612328,PAOZZN,NO,NO,NO
"VALVE,SAFETY RELIE",2612827,2612827,PAOZZN,NO,NO,NO
"SCREW,MACHINE",2613007,2613007,PAOZZN,NO,NO,NO
"ADAPTER,HYDRAULIC",2614528,2614528,PAOZZN,NO,NO,NO
"SCREW,BLEEDER",2614529,2614529,PAOZZN,NO,NO,NO
"PLUG,FUSIBLE",2614555,2614555,PAOZZN,NO,NO,NO
"RING,RETAINING OB",2614562,2614562,PAOZZN,NO,NO,NO
"RING,RETAINING OB",2614563,2614563,PAOZZN,NO,NO,NO
VALVE PNEUMATIC TIR,2614566,2614566,PAOZZN,NO,NO,NO
"SEAL,GREASE INBD",2614570,2614570,PAOZZN,NO,NO,NO
"BEARING.INBD,MLG",2614622,2614622,PAOZZN,NO,NO,NO
"HEAT SHIELD,SEGMEN",2614623,2614623,PAOZZN,NO,NO,NO
RETAINER ASSEMBLY,2614624,2614624,PAODDT,NO,YES,NO
"RING, RETAINING INB",2614628,2614628,PAOZZN,NO,NO,NO
"KIT, PACKING",2614632,2614632,PAOZZN,NO,NO,NO
"PACKING,PREFORMED",2614633,2614633,PAOZZN,NO,NO,NO
LABEL BAR CODE,2615326,2615326,PAOZZN,NO,NO,NO
"LABEL,PROTECTIVE C",2615327,2615327,PAOZZN,NO,NO,NO
"KEY,ROTAR",2616709,2616709,PAOZZN,NO,NO,NO
SENSOR POSITION,2872277,2872277,PAOZZN,NO,NO,NO
STARTER ASSEMBLY,2934631,2934631,PAOZZN,NO,NO,NO
PLUG PIPE,3008465,3008465,PAOZZN,NO,NO,NO
SENSOR CONTAMINTN,3236362,3236362,PAOKKS,NO,YES,NO
WASHER SEALING,3287561,3287561,PAOZZN,NO,NO,NO
BELT V RIBBED,3289941,3289941,PAOZZN,NO,NO,NO
SWITCH-NTRL LIGHT,3747361,3747361,PAOZZN,NO,NO,NO
ELBOW M ADAPTER,3863948,3863948,PAOZZN,NO,NO,NO
HOSE FLEXIBLE,3864036,3864036,PAOZZN,NO,NO,NO
ELBOW M ADAPTER,3864170,3864170,PAOZZN,NO,NO,NO
PLUG THREADED,3915787,3915787,PAOZZN,NO,NO,NO
PLUNGER PRS REG,3918428,3918428,PAOZZN,NO,NO,NO
SPRING COMPRESSION,3925009,3925009,PAOZZN,NO,NO,NO
DIPSTICK,3976994,3976994,PAOZZN,NO,NO,NO
FUEL FILTER ENGINE,3978040,3978040,PAOZZN,NO,NO,NO
NUT OPTION (IC),4023117,4023117,PAOZZN,NO,NO,NO
NUT OPTION (IC),4058797,4058797,PAOZZN,NO,NO,NO
WASHER,4100839,4100839,PAOZZN,NO,NO,NO
BOLT,4102239,4102239,PAOZZN,NO,NO,NO
BEARING,4110045,4110045,PAOZZN,NO,NO,NO
BUSHING,4110225,4110225,PAODDT,NO,YES,NO
RING,4110256,4110256,PAOZZN,NO,NO,NO
CONNECTING LINK,4110724,4110724,PAOOOP,NO,YES,NO
PLUG ASSY OF,4111360,4111360,PAOZZN,NO,NO,NO
PLUG ASSY OF,4111362,4111362,PAOZZN,NO,NO,NO
BUSHING,4111374,4111374,PAOZZN,NO,NO,NO
BOLT,4111708,4111708,PAOZZN,NO,NO,NO
BOLT,4111730,4111730,PAOZZN,NO,NO,NO
PLUG ASSY OF,4111895,4111895,PAOZZN,NO,NO,NO
PLUG ASSY OF,4111896,4111896,PAOZZN,NO,NO,NO
PLUG ASSY OF,4111897,4111897,PAOZZN,NO,NO,NO
PLUG ASSY OF,4111898,4111898,PAOZZN,NO,NO,NO
BOLT,4111985,4111985,PAOZZN,NO,NO,NO
PLATE,4111987,4111987,PAOZZN,NO,NO,NO
BOLT,4112071,4112071,PAOZZN,NO,NO,NO
BOLT,4112078,4112078,PAOZZN,NO,NO,NO
BOLT,4112191,4112191,PAOZZN,NO,NO,NO
RING,4113498,4113498,PAOZZN,NO,NO,NO
RING,4113500,4113500,PAOZZN,NO,NO,NO
RING,4113702,4113702,PAOZZN,NO,NO,NO
RING,4113704,4113704,PAOZZN,NO,NO,NO
RING,4113706,4113706,PAOZZN,NO,NO,NO
CLEVIS,4113831,4113831,PAOZZN,NO,NO,NO
BOLT,4113833,4113833,PAOZZN,NO,NO,NO
BRACKET,4113837,4113837,PAODDT,NO,YES,NO
BRACKET,4113838,4113838,PAODDT,NO,YES,NO
SCREW,4113924,4113924,PAOZZN,NO,NO,NO
BRACKET,4113981,4113981,PAODDT,NO,YES,NO
BOLT,4114008,4114008,PAOZZN,NO,NO,NO
WASHER,4114023,1709425,PAOZZN,NO,NO,NO
WASHER,4114023,4114023,PAOZZN,NO,NO,NO
BOLT,4114390,4114390,PAOZZN,NO,NO,NO
PIN,4114557,4114557,PAOZZN,NO,NO,NO
ADJUSTER,4114669,4114669,PAOZZN,NO,NO,NO
ADJUSTER,4114670,4114670,PAOZZN,NO,NO,NO
ADJUSTER,4114671,4114671,PAOZZN,NO,NO,NO
STRAINER ELEMENT,4114947,4114947,PAOZZN,NO,NO,NO
SEAL,4114972,4114972,PAOZZN,NO,NO,NO
SEAL,4114973,4114973,PAOZZN,NO,NO,NO
CLAMP,4114984,4114984,PAOZZN,NO,NO,NO
CLAMP,4114987,4114987,PAOZZN,NO,NO,NO
BRACKET,4114991,4114991,PAOZZN,NO,NO,NO
PACKING,4115721,4115721,PAOZZN,NO,NO,NO
RING,4115739,4115739,PAOZZN,NO,NO,NO
BOLT,4115883,4115883,PAOZZN,NO,NO,NO
STRAINER ELEMENT,4116407,4116407,PAOZZN,NO,NO,NO
PLATE,4116492,4116492,PAOZZN,NO,NO,NO
COUPLING,4116837,4116837,PAOZZN,NO,NO,NO
SENSOR OPTION (IC),4116934,5100180,PAOLDT,YES,YES,YES
SPACER,4117076,4117076,PAOZZN,NO,NO,NO
COVER,4117171,4117171,PAOOOP,NO,YES,NO
BRACKET,4117268,4117268,PAOLDT,NO,YES,NO
RING,4117459,4117459,PAOZZN,NO,NO,NO
PLATE,4117460,4117460,PAOZZN,NO,NO,NO
ELBOW,4117482,4117482,PAODDT,NO,YES,NO
HOSE,4117604,4117604,PAODDT,NO,YES,NO
HOSE,4117606,4117606,PAODDT,NO,YES,NO
COUPLING HALF,4117625,4117625,PAOOOP,NO,YES,NO
NUT,4117861,4117861,PAOZZN,NO,NO,NO
RUNNER,4118105,4118105,PAOZZN,NO,NO,NO
CLAMP,4118149,4118149,PAOZZN,NO,NO,NO
PLUG ASSY OF,4119335,4119335,PAOZZN,NO,NO,NO
BRACKET,4119435,4119435,PAOZZN,NO,NO,NO
BRACKET,4119439,4119439,PAOZZN,NO,NO,NO
BOLT,4119474,4119474,PAOZZN,NO,NO,NO
"PUMP-FUEL,AUGMENTOR",4119485,4119485,PAODDT,YES,YES,YES
BRACKET,4119910,4119910,PAOZZN,NO,NO,NO
BRACKET,4119923,4119923,PAOZZN,NO,NO,NO
CLAMP,4119950,4119950,PAOZZN,NO,NO,NO
CONNECTING LINK,4130145,4130145,PAODDT,NO,YES,NO
BRACKET,4130178,4130178,PAOZZN,NO,NO,NO
LOCK,4130208,4130208,PAOZZN,NO,NO,NO
PLUG,4130239,4130239,PAOZZN,NO,NO,NO
PIN,4130340,4130340,PAOZZN,NO,NO,NO
INSULATION SLEEVING,4130596,4130596,PAOZZN,NO,NO,NO
CAP,4130598,4130598,PAOZZN,NO,NO,NO
SEAL ASSY,4130673,4130673,PAOOOP,NO,YES,NO
SEAL ASSY,4130676,4130676,PAOOOP,NO,YES,NO
SEAL ASSY,4130677,4130677,PAOOOP,NO,YES,NO
SEAL ASSY,4130678,4130678,PAOOOP,NO,YES,NO
SEAL ASSY,4130679,4130679,PAOOOP,NO,YES,NO
SEAL ASSY,4130680,4130680,PAOOOP,NO,YES,NO
SEAL ASSY,4130682,4130682,PAOOOP,NO,YES,NO
SEAL ASSY,4130683,4130683,PAOOOP,NO,YES,NO
PLATE,4130770,4130770,PAOZZN,NO,NO,NO
RING,4130771,4130771,PAOZZN,NO,NO,NO
DEFLECTOR,4130865,4130865,PAOZZN,NO,NO,NO
SPACER,4130878,4130878,PAOZZN,NO,NO,NO
SEAL,4131036,4131036,PAODDT,NO,YES,NO
PUMP,4131127,4131127,PAODDT,YES,YES,YES
VALVE,4131242,4131242,PAODDT,YES,YES,YES
ACTUATOR,4131276,4131276,PAODDT,YES,YES,YES
ACTUATOR,4131277,4131277,PAODDT,YES,YES,YES
RUNNER,4131444,4131444,PAOZZN,NO,NO,NO
CONNECTING LINK,4131445,4131445,PAOOOP,NO,YES,NO
VALVE,4131593,5914069,PAODDT,NO,YES,NO
VALVE,4131594,5914067,PAODDT,NO,YES,NO
BUSHING,4131617,4131617,PAOZZN,NO,NO,NO
GASKET,4131623,4131623,PAOZZN,NO,NO,NO
SENSOR OPTION (IC),4131701,5100197,PAOLDT,YES,YES,YES
SENSOR OPTION (IC),4131701,5100198,PAOLDT,YES,YES,YES
PACKING-PREFORMED,4131805,4131805,PAOZZN,NO,NO,NO
LUG,4131816,4131816,PAOZZN,NO,NO,NO
BOLT,4131874,4131874,PAOZZN,NO,NO,NO
ALTERNATOR,4131939,4131939,PAODAT,YES,YES,YES
ACTUATOR,4132187,4132187,PAODDT,YES,YES,YES
ACTUATOR,4132188,4132188,PAODDT,YES,YES,YES
COUPLING,4132203,4132203,PAOZZN,NO,NO,NO
CONNECTING LINK,4132214,4132214,PAODDT,NO,YES,NO
BRACKET,4132217,4132217,PAODDT,NO,YES,NO
BRACKET,4132218,4132218,PAODDT,NO,YES,NO
HOSE&TUBE ASSY,4132355,4132355,PAODDT,NO,YES,NO
STRAINER ELEMENT,4132423,4132423,PAOZZN,NO,NO,NO
SENSOR OPTION (IC),4132424,5100094,PAOLDT,YES,YES,YES
BRACKET,4132658,4132658,PAOZZN,NO,NO,NO
BRACKET,4132659,4132659,PAOZZN,NO,NO,NO
BRACKET,4132660,4132660,PAOZZN,NO,NO,NO
BRACKET,4132661,4132661,PAODDT,NO,YES,NO
BRACKET,4132662,4132662,PAOZZN,NO,NO,NO
BRACKET,4132663,4132663,PAODDT,NO,YES,NO
BRACKET,4132664,4132664,PAOZZN,NO,NO,NO
BRACKET,4132665,4132665,PAODDT,NO,YES,NO
BRACKET,4132666,4132666,PAODDT,NO,YES,NO
BRACKET,4132667,4132667,PAODDT,NO,YES,NO
BRACKET,4132668,4132668,PAOZZN,NO,NO,NO
BRACKET,4132669,4132669,PAOZZN,NO,NO,NO
BRACKET,4132670,4132670,PAOZZN,NO,NO,NO
BRACKET,4132671,4132671,PAOZZN,NO,NO,NO
BRACKET,4132672,4132672,PAODDT,NO,YES,NO
BRACKET,4132673,4132673,PAOZZN,NO,NO,NO
BRACKET,4132674,4132674,PAODDT,NO,YES,NO
BRACKET,4132675,4132675,PAODDT,NO,YES,NO
BRACKET,4132676,4132676,PAODDT,NO,YES,NO
BRACKET,4132677,4132677,PAODDT,NO,YES,NO
BRACKET,4132678,4132678,PAODDT,NO,YES,NO
BRACKET,4132679,4132679,PAODDT,NO,YES,NO
BRACKET,4132680,4132680,PAODDT,NO,YES,NO
BRACKET,4132681,4132681,PAOZZN,NO,NO,NO
GUIDE,4132740,4132740,PAOZZN,NO,NO,NO
BRACKET,4132748,4132748,PAODDT,NO,YES,NO
BRACKET,4132749,4132749,PAOZZN,NO,NO,NO
BRACKET,4132750,4132750,PAOZZN,NO,NO,NO
PIN-EXHAUST NZZL,4132912,4132912,PAOZZN,NO,NO,NO
SEAL ASSY,4132984,4132984,PAOOOP,NO,YES,NO
SEAL ASSY,4132985,4132985,PAOOOP,NO,YES,NO
SEAL ASSY,4132986,4132986,PAOOOP,NO,YES,NO
PLATE,4133078,4133078,PAOZZN,NO,NO,NO
INSULATION SLEEVING,4133197,4133197,PAOZZN,NO,NO,NO
INSULATION SLEEVING,4133198,4133198,PAOZZN,NO,NO,NO
BRACKET,4133266,4133266,PAOZZN,NO,NO,NO
BOLT,4133395,4133395,PAOZZN,NO,NO,NO
BRACKET ASSY OF,4133412,4133412,PAODDT,NO,YES,NO
SEAL ASSY,4133479,4133479,PAOOOP,NO,YES,NO
BRACKET,4133625,4133625,PAOZZN,NO,NO,NO
BRACKET,4133626,4133626,PAODDT,NO,YES,NO
CABLE OPTION (IC),4133721,5101041,PAODDT,YES,YES,YES
CABLE OPTION (IC),4133723,5100254,PAODDT,YES,YES,YES
CABLE OPTION (IC),4133723,5101042,PAODDT,YES,YES,YES
CABLE OPTION (IC),4133724,5101043,PAODDT,YES,YES,YES
IGNITER OPTION (IC),4133725,5100081,PAODDT,YES,YES,YES
IGNITER OPTION (IC),4133726,5101045,PAODDT,YES,YES,YES
PLUG ASSY OF,4133758,4133758,PAOZZN,NO,NO,NO
SCREW-MACHINE,4133909,4133909,PAOZZN,NO,NO,NO
"HOSE&TUBE-DRN,CIVV",4134064,4134064,PAODDT,NO,YES,NO
ENGINE ASSY-CTOL,4134100,4134100,ADODDT,YES,YES,YES
RING,4134128,4134128,PAOZZN,NO,NO,NO
WIRING HARNESS OPT,4134151,5100915,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134151,5100916,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134153,5100919,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134154,5100925,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134156,5100942,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134156,5100943,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134158,5100948,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134158,5100949,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134161,5100961,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134161,5100962,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134162,5100964,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134167,5100989,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134169,5100999,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134170,5101002,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134171,5101005,PAOLDT,NO,YES,YES
CONTROL-IPS,4134179,4134179,PAODDT,YES,YES,YES
HOSE&TUBE ASSY OF,4134212,4134212,PAODDT,NO,YES,NO
HOSE&TUBE ASSY-LS04,4134217,4134217,PAODDT,NO,YES,NO
WIRING HARNESS OPT,4134230,5100993,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134231,5100974,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134232,5100968,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134233,5100940,PAODDT,NO,YES,YES
WIRING HARNESS OPT,4134235,5100933,PAODDT,NO,YES,YES
WIRING HARNESS OPT,4134235,5100934,PAODDT,NO,YES,YES
EHSV ASSY-CNA,4134299,4134299,PAODDT,YES,YES,YES
EHSV ASSY-CNA,4134299,1003101-3,PAODDT,YES,YES,YES
VALVE ASSY-SOLENOID,4134301,4134301,PAODDT,YES,YES,YES
VALVE ASSY-SOLENOID,4134301,1003538-1,PAODDT,YES,YES,YES
EHSV-CVV ACTUATOR,4134303,4134303,PAODDT,YES,YES,YES
EHSV-CVV ACTUATOR,4134303,1004100-3,PAODDT,YES,YES,YES
VALVE ASSY-SOLENOID,4134304,4134304,PAODDT,YES,YES,YES
VALVE ASSY-SOLENOID,4134304,1004200-1,PAODDT,YES,YES,YES
EHSV-FVV ACTUATOR,4134305,1004591-2,PAODDT,YES,YES,YES
"SHIELD-HEAT,CNA",4134309,1008704-1,PAOZZN,NO,NO,NO
"SCREW-MACHINE,DH",4134310,4134310,PAOZZN,NO,NO,NO
"SCREW-MACHINE,DH",4134311,4134311,PAOZZN,NO,NO,NO
SOLENOID,4134314,4134314,PAODDT,YES,YES,YES
SOLENOID,4134314,1006499-1,PAODDT,YES,YES,YES
FILTER ELEMENT,4134315,4134315,PAOZZN,NO,NO,NO
FILTER ELEMENT,4134315,5913625,PAOZZN,NO,NO,NO
SENSOR OPTION (IC),4134317,5100153,PAODDT,YES,YES,YES
SENSOR OPTION (IC),4134318,5100154,PAOLDT,YES,YES,YES
FAN MODULE ASSY,4134368,4134368,PAODDT,YES,YES,YES
WIR HRNS OPT1,4134410,5101119,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134438,5101126,PAOLDT,NO,YES,YES
WIRING HARNESS OPT,4134438,5101127,PAOLDT,NO,YES,YES
"SHIELD-HEAT,CNAV",4134450,4134450,PAOZZN,NO,NO,NO
"SHIELD-HEAT,CNAV",4134450,1008034-1,PAOZZN,NO,NO,NO
"SHIELD-HEAT,CVV ACT",4134454,4134454,PAOZZN,NO,NO,NO
"SHIELD-HEAT,CVV ACT",4134454,1008179-2,PAOZZN,NO,NO,NO
MOUNT OPTION,4134476,4134476,PAOZZN,NO,NO,NO
WIRING HARNESS OPT,4134544,5101130,PAOLDT,NO,YES,YES
NOZZLE ASSY,4134579,4134579,PAODDT,YES,YES,YES
"STRAP-GROUND,IPS",4134623,4134623,PAOZZN,NO,NO,NO
GASKET-MAIN OIL PUM,4134647,4134647,PAOZZN,NO,NO,NO
GASKET-MAIN OIL PUM,4134648,4134648,PAOZZN,NO,NO,NO
RING-RETAINING,4134649,4134649,PAOZZN,NO,NO,NO
PLUG-SELF-LOCKING,4134651,4134651,PAOZZN,NO,NO,NO
DUCT ASSY,4134655,4134655,PAODDT,YES,YES,YES
EHSV-FUEL PUMP,4134717,4134717,PAODDT,YES,YES,YES
EHSV-FUEL PUMP,4134717,1004902-2,PAODDT,YES,YES,YES
SOLENOID-ELECTRICAL,4134720,1004903-1,PAODDT,YES,YES,YES
SENSOR-PRESSURE,4134722,4134722,PAODDT,YES,YES,YES
SENSOR-PRESSURE,4134722,1015560-1,PAODDT,YES,YES,YES
SHIELD-HEAT,4134724,4134724,PAOZZN,NO,NO,NO
SHIELD-HEAT,4134724,1018001-1,PAOZZN,NO,NO,NO
SEAL-RING,4134727,4134727,PAOZZN,NO,NO,NO
"PLUG-MACH THRD,S-L",4134765,4134765,PAOZZN,NO,NO,NO
"PLUG-MACH THRD,S-L",4134766,4134766,PAOZZN,NO,NO,NO
MANIFOLD ASSY,4134778,4134778,PAODDT,NO,YES,NO
ENGINE ASSY-CTOL,4134800,4134800,ADODDT,YES,YES,YES
FILTER ELEMENT,4134812,4134812,PAOZZN,NO,NO,NO
FILTER ELEMENT,4134812,5914087,PAOZZN,NO,NO,NO
HOUSING-OIL FILTER,4134813,5914488,PAOZZN,NO,NO,NO
"SEAL-RING,MAIN GRB",4134814,4134814,PAOZZN,NO,NO,NO
RING-MAIN GEARBOX,4134815,4134815,PAOZZN,NO,NO,NO
"SEAL-RING,MAIN GRB",4134817,5913738,PAOZZN,NO,NO,NO
"SEAL-RING,MAIN GRB",4134818,4134818,PAOZZN,NO,NO,NO
COVER-MAIN GEARBOX,4134820,1705211,PAOZZN,NO,NO,NO
COVER-MAIN GEARBOX,4134820,4134820,PAOZZN,NO,NO,NO
"COVER-PROBE,EIPS",4134829,4134829,PAOZZN,NO,NO,NO
PACKING-PREFORMED,4134830,4134830,PAOZZN,NO,NO,NO
"BOLT-MACHINE,DH",4134836,4134836,PAOZZN,NO,NO,NO
SHIELD OPTION (IC),4134853,4118769,PAOZZN,NO,NO,NO
SHIELD OPTION (IC),4134854,4118770,PAOZZN,NO,NO,NO
PUMP ASSY,4134858,4134858,PAODDT,YES,YES,YES
BRACKET,4134886,4134886,PAOZZN,NO,NO,NO
BOLT-MAIN GEARBOX,4134929,4134929,PAOZZN,NO,NO,NO
"SEAL-FACE,MAIN GRB",4134930,4134930,PAOLDT,NO,YES,NO
VALVE&SEAL ASSY-GRB,4134931,4134931,PAOLDT,NO,YES,NO
"SPACER-SEAL,MAIN GR",4134932,4134932,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134933,4134933,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134933,5915252,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134934,4134934,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134934,5915573,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134935,4134935,PAOZZN,NO,NO,NO
SEAL-CARBON FACE,4134935,5914412,PAOZZN,NO,NO,NO
PLUG-MAIN GEARBOX,4134936,4134936,PAOZZN,NO,NO,NO
"PUMP-FUEL,HYDRAULIC",4135038,4135038,PAODDT,YES,YES,YES
ADAPTER OPT,4135057,4135057,PAOZZN,NO,NO,NO
GUIDE,4135077,4135077,PAOZZN,NO,NO,NO
GUIDE,4135078,4135078,PAOZZN,NO,NO,NO
MANIFLD&SHIELD ASSY,4135113,4135113,PAODDT,NO,YES,NO
COUPLING HALF,4135116,4135116,PAOZZN,NO,NO,NO
COUPLING HALF,4135117,4135117,PAOOOP,NO,YES,NO
WIRING HARNESS 1,4135181,4135181,PAODDT,NO,YES,YES
WIRING HARNESS 2,4135182,4135182,PAODDT,NO,YES,YES
WIRING HARNESS 3,4135183,4135183,PAOLDT,NO,YES,YES
WIRING HARNESS 4,4135184,4135184,PAODDT,NO,YES,YES
SEAL,4135333,4135333,PAOZZN,NO,NO,NO
WIRING HARNESS-ENGI,4135343,4135343,PAODDT,NO,YES,YES
WIRING HARNESS-ENGI,4135344,4135344,PAODDT,NO,YES,YES
PLUG,4135350,4135350,PAOZZN,NO,NO,NO
WIRING HARNESS-ENGI,4135396,4135396,PAODDT,NO,YES,YES
TUBE,4135507,4135507,PAOZZN,NO,NO,NO
SEAL RING,4135508,4135508,PAOZZN,NO,NO,NO
PIN-COMPRESSOR STAT,4135686,4135686,PAOZZN,NO,NO,NO
EXCITER,4135714,4135714,PAODDT,YES,YES,YES
EXCITER,4135714,513746-1,PAODDT,YES,YES,YES
SLEEVE,4135784,4135784,PAOZZN,NO,NO,NO
